Municipality,Place Name,Feature Type Code,Feature Type,Longitude,Latitude,Historical Information,Url,Organisation Name
BASS COAST SHIRE,SAINT HELLIER,NBHD,NEIGHBOURHOOD,145.6006944,-38.3945833,,,
BOROONDARA CITY,SAINT JAMES PARK,PARK,PARK,145.0203986,-37.8199586,,,
WARRNAMBOOL CITY,SAINT JAMES PARK,PARK,PARK,142.4932418,-38.3641746,,,
PORT PHILLIP CITY,SAINT KILDA,NBHD,NEIGHBOURHOOD,144.9820833,-37.86375,"Traditional Name: Euro-yoroke Explanation: sandstone found there, used to sharpen tomahawks Discussion on Current Name: originally n Fareham,  reputedly n St Kilda by Capt Lonsdale after yacht, Lady of St Kilda which took n from island in Hebrides,  Currie in Smyth 1878b: 217.",http://www.vaclang.org.au,
PORT PHILLIP CITY,SAINT KILDA,NBHD,NEIGHBOURHOOD,144.9820833,-37.86375,"'Named by Lieutenant-Governor Latrode after a small vessel called the Lady of St Kilda.'  'The St Kilda was a yacht owned by Colonel Acland, and was wrecked near the Red Bluff.'  'The place was named after St. Kilda, a small island on the west coast of Scotland.'",,
PORT PHILLIP CITY,SAINT KILDA BATHS,SWPO,SWIMMING POOL,144.9705556,-37.8655556,,,
PORT PHILLIP CITY,SAINT KILDA BOTANICAL GARDENS,BOGA,BOTANIC GARDENS,144.9843056,-37.8701389,"'Named by Lieutenant-Governor Latrode after a small vessel called the Lady of St Kilda.'  'The St Kilda was a yacht owned by Colonel Acland, and was wrecked near the Red Bluff.'  'The place was named after St. Kilda, a small island on the west coast of Scotland.'",,
PORT PHILLIP CITY,SAINT KILDA EAST,NBHD,NEIGHBOURHOOD,144.9968056,-37.8684722,"'Named by Lieutenant-Governor Latrode after a small vessel called the Lady of St Kilda.'  'The St Kilda was a yacht owned by Colonel Acland, and was wrecked near the Red Bluff.'  'The place was named after St. Kilda, a small island on the west coast of Scotland.'",,
GREATER GEELONG CITY,SAINT LEONARDS,NBHD,NEIGHBOURHOOD,144.7170833,-38.1698611,"Traditional Name: Nearnenenulloc Explanation: N/A Discussion on Current Name: n after town in Sussex, England,  Gardner 1996: 14.",http://www.vaclang.org.au,
INDIGO SHIRE,SAINT LEONARDS CELLARS,WINE,WINERY,146.4245833,-35.9704167,,,
HORSHAM RURAL CITY,SAINT MARY LAKE,LAKE,LAKE,141.7601333,-36.7738474,"Traditional Name: Mutya Explanation: to pick up something (verb) Discussion on Current Name: sq George Urquhart n stn Maryvale and L after wife (Blake 1977: 235),  SE of Mt Arapiles,  Surveyors' Returns, 1869-70,  Massola 1968: 44.",http://www.vaclang.org.au,
HORSHAM RURAL CITY,SAINT MARYS LAKE,LAKE,LAKE,141.7601333,-36.7738474,"Traditional Name: Mutya Explanation: to pick up something (verb) Discussion on Current Name: sq George Urquhart n stn Maryvale and L after wife (Blake 1977: 235),  SE of Mt Arapiles,  Surveyors' Returns, 1869-70,  Massola 1968: 44.",http://www.vaclang.org.au,
MORNINGTON PENINSULA SHIRE,SAINT PAULS BEACH,BEAC,BEACH,144.7361588,-38.3532726,,,
PORT PHILLIP CITY,SAINT VINCENT GARDENS,PARK,PARK,144.9556944,-37.8379167,,,
BRIMBANK CITY,SALAMANDER DRIVE RESERVE,PARK,PARK,144.7899066,-37.6926713,,,
WELLINGTON SHIRE,SALE,PRSH,PARISH,147.13125,-38.1118056,"'Named after Sir Robert Henry Sale (Jellalabad), 1842.'",,
WELLINGTON SHIRE,SALE COMMON,PARK,PARK,147.08125,-38.1351389,"'Named after Sir Robert Henry Sale (Jellalabad), 1842.'",,
WELLINGTON SHIRE,SALE NEIGHBOURHOOD HOUSE,COCE,COMMUNITY CENTRE,147.077031,-38.096293,,,
MORNINGTON PENINSULA SHIRE,SALE PRIMARY SCHOOL,PARK,PARK,145.1898611,-38.2970833,"Jack Babington grew up in Hastings, and served in the 2/4 Battalion Anti Aircraft, seeing service in Papua New Guinea and Borneo until the end of World War II. He owned and ran a hardware and grocery store and supermarket in Hastings for 20 years. He was a member of the local Progress Association, Hastings Hall Committee, and had 20 years service in the Hastings Fire Brigade, as well as a long and distinguished career in Council. ",,
HINDMARSH SHIRE,SALISBURY,NBHD,NEIGHBOURHOOD,141.7534722,-36.3498611,'Named after Lord Salisbury.',,
LODDON SHIRE,SALISBURY,PRSH,PARISH,144.1048611,-36.47125,'Named after Lord Salisbury.',,
LODDON SHIRE,SALISBURY PLAINS,NBHD,NEIGHBOURHOOD,143.9645833,-36.4501389,'Named after Lord Salisbury.',,
LODDON SHIRE,SALISBURY WEST,PRSH,PARISH,143.9226389,-36.5129167,'Named after Lord Salisbury.',,
EAST GIPPSLAND SHIRE,SALMON BEACH,BEAC,BEACH,148.7255648,-37.8080749,,,
NORTHERN GRAMPIANS SHIRE,SALT CREEK,NBHD,NEIGHBOURHOOD,142.8779167,-37.1179167,,,
MOYNE SHIRE,SALT LAKE,LAKE,LAKE,143.0526297,-37.8699889,,,
COLAC OTWAY SHIRE,SALT LAKE,LAKE,LAKE,143.6915361,-38.2696639,,,
EAST GIPPSLAND SHIRE,SALT LAKE,LAKE,LAKE,147.8515484,-37.910505,,,
MILDURA RURAL CITY,SALT LAKE,LAKE,LAKE,141.6158776,-35.0757817,,,
GANNAWARRA SHIRE,SALT LAKE,LAKE,LAKE,143.8455134,-35.6645241,,,
ARARAT RURAL CITY,SALT LAKE,LAKE,LAKE,143.104041,-37.7668069,,,
WEST WIMMERA SHIRE,SALT LAKE,LAKE,LAKE,141.7454644,-37.0092032,,,
HINDMARSH SHIRE,SALT LAKE,LAKE,LAKE,141.9555845,-36.4062568,,,
PYRENEES SHIRE,SALT LAKE,LAKE,LAKE,143.0828177,-37.7201896,,,
WELLINGTON SHIRE,SALT LAKE,LAKE,LAKE,147.0163862,-38.4921656,Named after a local landowner.,http://www.bcs.asn.au/vic_coast.pdf,
HINDMARSH SHIRE,SALT LAKE,LAKE,LAKE,141.8035278,-36.5355077,"Traditional Name: Dadidanja Explanation: N/A Discussion on Current Name: n of a salt swamp in Little Desert National Park,  Hercus 1986: 201.",http://www.vaclang.org.au,
ARARAT RURAL CITY,SALT LAKES,LAKE,LAKE,142.8252138,-37.7094783,,,
ALPINE SHIRE,SALT LOG,NBHD,NEIGHBOURHOOD,146.9406944,-36.8073611,,,
WYNDHAM CITY,SALTWATER RESERVE,PARK,PARK,144.7858333,-37.9166667,Named after the road that the reserve is situated.  ,,
BENALLA RURAL CITY,SAMARIA,PRSH,PARISH,145.9693056,-36.6731944,Said to be named by surveyor Nixon after 'the former capital of Northern Israel' [i.e. the ancient biblical Kingdom of Israel].  Note that Samaria was the name of a pastoral run held first by William McKellar after it was subdivided from the run known as Lima. ,,
BENALLA RURAL CITY,SAMARIA WELL CAMPING AREA,CAGR,CAMP GROUND,146.0622949,-36.8243447,,,
HOBSONS BAY CITY,SAMUEL KOHRY RESERVE,PARK,PARK,144.8829167,-37.8384722,"'Mr. Khory arrived in Melbourne on August, 1855 and taught at the Newport State School No. 113 from 1st April, 1866 until his retirement as Head Teacher on the 30th November, 1893.'  'Mr. Khory was a well-respected citizen of his day and exerted a great influence for good among the youth with whom he came in contact and many of his pupils later became citizens of note in the Community.'",,
FRANKSTON CITY,SAMUEL SHERLOCK RESERVE,PARK,PARK,145.1280739,-38.1449938,,,
MACEDON RANGES SHIRE,SANATORIUM LAKE,LAKE,LAKE,144.6147015,-37.3762228,,,
WYNDHAM CITY,SANCTUARY LAKES,NBHD,NEIGHBOURHOOD,144.7666667,-37.8930556,"The name of the estate associated to the resort.

OGN file LA/12/0089/1",,City of Wyndham
GANNAWARRA SHIRE,SAND HILLS LAKE,LAKE,LAKE,143.6668208,-35.7262988,Traditional Name: Luchur Lake Explanation: N/A Discussion on Current Name: SG in Smyth 1878b: 203.,http://www.vaclang.org.au,
MILDURA RURAL CITY,SANDALONG PARK RACECOURSE,RACE,RACECOURSE,142.21125,-34.1868056,,,
COLAC OTWAY SHIRE,SANDERSON AND GRANT MILL,HISI,HISTORIC SITE,143.6795833,-38.5781944,,,
COLAC OTWAY SHIRE,SANDERSON MILL,HISI,HISTORIC SITE,143.6731944,-38.5815278,,,
COLAC OTWAY SHIRE,SANDERSON MILL NO. 2,HISI,HISTORIC SITE,143.7415278,-38.5793056,,,
GLENELG SHIRE,SANDFORD,PRSH,PARISH,141.4659722,-37.6548611,"Traditional name: Watchropat.  'The place of bream.'  'Called after 'Sandford' Pastoral Estate, which was occupied by the Henty family in 1837.  John Henty held the property for many years, and, probably, named it after a place in England.'",,
GLENELG SHIRE,SANDFORD,PRSH,PARISH,141.4659722,-37.6548611,"Traditional Name: Watchropat Explanation: N/A Discussion on Current Name: original stn of Henty family deriving n from Thomas Day's novel ""Sandford and Merton"",  SG in Smyth 1878b: 197,  Massola 1968: 44.",http://www.vaclang.org.au,
GANNAWARRA SHIRE,SANDHILL LAKE,LAKE,LAKE,143.6668208,-35.7262988,Traditional Name: Luchur Lake Explanation: N/A Discussion on Current Name: SG in Smyth 1878b: 203.,http://www.vaclang.org.au,
WELLINGTON SHIRE,SANDHILL ROAD FLORA AND FAUNA RESERVE,PARK,PARK,147.094055,-37.9566951,,,
GREATER BENDIGO CITY,SANDHURST,PRSH,PARISH,144.2915278,-36.7531944,,,
MILDURA RURAL CITY,SANDILONG PARK RACE TRACK,MOTR,MOTOR TRACK,142.2101389,-34.1865278,,,
MILDURA RURAL CITY,SANDILONG PARK RACECOURSE,PARK,PARK,142.2096905,-34.1866177,,,
MOIRA SHIRE,SANDMOUNT,NBHD,NEIGHBOURHOOD,145.55875,-36.0001389,,,
MOUNT ALEXANDER SHIRE,SANDON,PRSH,PARISH,144.0159722,-37.1601389,,,
GREATER DANDENONG CITY,SANDOWN PARK,NBHD,NEIGHBOURHOOD,145.1643056,-37.9515278,"'The Committee of the Victorian Trotting Club changed the name of this racecourse from 'Oakleigh Park' to 'Sandown Park' in 1891.  The name 'Sandown' was taken from a race-course in Surrey, England.'",,
GREATER DANDENONG CITY,SANDOWN PARK RACECOURSE,RACE,RACECOURSE,145.16875,-37.9495833,"'The Committee of the Victorian Trotting Club changed the name of this racecourse from 'Oakleigh Park' to 'Sandown Park' in 1891.  The name 'Sandown' was taken from a race-course in Surrey, England.'",,
PORT PHILLIP CITY,SANDRIDGE BEACH,BEAC,BEACH,144.9167917,-37.8400487,The name was bestowed by Superintendent La Trobe for the ridge of sand dunes along the foreshore.,http://www.emelbourne.net.au/biogs/EM01323b.htm,
PORT PHILLIP CITY,SANDRIDGE BEACH,BEAC,BEACH,144.9167917,-37.8400487,"The name Sandridge was given by a surveyor, William Darke, in 1839, after the ridge of sand dunes along the beach. Darke marked a track to the infant Melbourne settlement for travellers and settlers.",https://www.victorianplaces.com.au/sandridge,
PORT PHILLIP CITY,SANDRIDGE BEACH,BEAC,BEACH,144.9167917,-37.8400487,Named after an early name for Port Melbourne.,,
BAYSIDE CITY,SANDRINGHAM PLAYHOUSE,PLAY,PLAYGROUND,145.005271,-37.94843,,,
WEST WIMMERA SHIRE,SANDSMERE,NBHD,NEIGHBOURHOOD,141.3018056,-36.2751389,,,
HOBSONS BAY CITY,SANDSTONE POINT RESERVE,PARK,PARK,144.7541814,-37.8841022,,,
BAYSIDE CITY,SANDY BEACH CENTRE,COCE,COMMUNITY CENTRE,145.004924,-37.952875,,,
WELLINGTON SHIRE,SANDY COVE,BAY,BAY,146.79222,-37.9322793,,,
INDIGO SHIRE,SANDY CREEK UPPER,NBHD,NEIGHBOURHOOD,147.11375,-36.3604167,,,
EAST GIPPSLAND SHIRE,SANDY POINT PICNIC GROUND,PARK,PARK,149.7040278,-37.5093056,,,
BASS COAST SHIRE,SANDY WATERHOLE BEACH,BEAC,BEACH,145.4440405,-38.5432423,,,
SURF COAST SHIRE,SARABANDE RESERVE,PARK,PARK,144.3155016,-38.3318059,,,
WELLINGTON SHIRE,SARGOOD,PRSH,PARISH,146.7476389,-37.5904167,,,
EAST GIPPSLAND SHIRE,SARSFIELD,PRSH,PARISH,147.69625,-37.76625,"Traditional Name: Turt-toong Explanation: N/A Discussion on Current Name: n after General Patrick Sarsfield, officer in command of Irish troops at the siege of Limerick,  Howitt in Smyth 1878b: 188.",http://www.vaclang.org.au,
EAST GIPPSLAND SHIRE,SARSFIELD RECREATION RESERVE,PARK,PARK,147.7137439,-37.7563087,,,
BRIMBANK CITY,SASSELLA PARK,PARK,PARK,144.774199,-37.7638941,,,
GREATER GEELONG CITY,SATURN STREET PLAYGROUND,PARK,PARK,144.3971216,-38.1643975,,,
GLENELG SHIRE,SAW PIT PICNIC AREA,PARK,PARK,141.6882555,-38.235257,,,
MANSFIELD SHIRE,SAWERS BAY,BAY,BAY,145.9909895,-37.2212482,"Goulburn Arm, Lake Eildon. C. L. & Charles Sawers owned land in 1888 on the north side of the Goulburn River opposite the junction with Jerusalem Creek.",,
GLENELG SHIRE,SAWPIT PICNIC AREA,PARK,PARK,141.6868056,-38.2351389,,,
HORSHAM RURAL CITY,SAWYER PARK,PARK,PARK,142.2018388,-36.7227454,'Named Sawyer Park to honour the Sawyer family who originally owned the land and conducted a brick works on the site.',,
BAW BAW SHIRE,SAXTON,NBHD,NEIGHBOURHOOD,146.1901389,-37.8134722,,,
BAW BAW SHIRE,SAXTONS,NBHD,NEIGHBOURHOOD,146.1901389,-37.8134722,,,
FRANKSTON CITY,SCARBOROUGH PARK,PARK,PARK,145.1320833,-38.1445833,,,
GOLDEN PLAINS SHIRE,SCARSDALE,PRSH,PARISH,143.66375,-37.6795833,"'The Victorian 'Scarsdale' was, probably, named after 'Harry Scarsdale,' a prospector who camped near a water hole on Woady Yallock Creek.'",,
GOLDEN PLAINS SHIRE,SCARSDALE,PRSH,PARISH,143.66375,-37.6795833,"Traditional Name: Nawnight-widwid Explanation: wid-wid = 'toy throwing stick' Discussion on Current Name: This n refers specifically to Black Hill, Scarsdale,  SG in Smyth 1878b: 192.",http://www.vaclang.org.au,
MOUNT BULLER ALPINE RESORT (UNINCORPORATED),SCENIC RESERVE,PARK,PARK,146.4619444,-37.1344444,,,
YARRA RANGES SHIRE,SCHOOL HOUSE RIDGE,MONU,MONUMENT,145.4598611,-37.6384722,,,
WODONGA CITY,SCHOROBURA PARK,PARK,PARK,146.9498715,-36.1388908,,,
MANNINGHAM CITY,SCHRAMMS RESERVE,PARK,PARK,145.1339612,-37.7814306,,,
HINDMARSH SHIRE,SCHULZES BEACH,BEAC,BEACH,141.858385,-36.045499,,,
WARRNAMBOOL CITY,SCOBORIO RESERVE,PARK,PARK,142.5088085,-38.3930901,"'This name has been recommended by the Warrnambool and District Historical Society to perpetuate the name of the first curator of Gardens for Warrnambool.  The first gardens were established near the reserve in question, and Mr Scoborio remained as curator for 40 years.'",,
KNOX CITY,SCORESBY,PRSH,PARISH,145.2823611,-37.8668056,,,
KNOX CITY,SCORESBY RECREATION RESERVE,PARK,PARK,145.2270833,-37.8965278,,,
KNOX CITY,SCORESBY VILLAGE SHOPPING CENTRE,SHCE,SHOPPING CENTRE,145.2327778,-37.8994444,,,
BOROONDARA CITY,SCOTSBURN STREET RESERVE,PARK,PARK,145.0282093,-37.8325049,,,
CASEY CITY,SCOTT PARK,PARK,PARK,145.2601056,-38.0428167,,,
EAST GIPPSLAND SHIRE,SCOTTS,NBHD,NEIGHBOURHOOD,147.3518056,-37.5709722,,,
MOIRA SHIRE,SCOTTS BEACH,BEAC,BEACH,145.676791,-35.9264846,,,
CORANGAMITE SHIRE,SCOTTS CREEK RECREATION RESERVE,PARK,PARK,143.0484162,-38.4521631,,,
MORNINGTON PENINSULA SHIRE,SCOUT BEACH,BEAC,BEACH,145.0384625,-38.2147255,,,
MARIBYRNONG CITY,SCOVELL RESERVE,PARK,PARK,144.8780526,-37.7840137,'Well known resident and business man who donated reserve.',,
WEST WIMMERA SHIRE,SCRUBBY LAKE,LAKE,LAKE,141.4188806,-36.9938444,,,
WEST WIMMERA SHIRE,SCRUBBY LAKE,LAKE,LAKE,141.4045339,-37.0553073,,,
BOROONDARA CITY,SCULIN PARK,PARK,PARK,145.0396548,-37.8274792,,,
UNINCORPORATED,SEA EAGLE BAY,BAY,BAY,146.3408572,-39.1137134,,,
BULOKE SHIRE,SEA LAKE RECREATION RESERVE,PARK,PARK,142.8569837,-35.5103003,"'The name was given to the lake because of its unusual depth amongst Mallee lakes.  Tradition relates that a 'Dago bullocky,' riding in search of his team came upon this strange sheet of water, and expecting it to be, as usual in such swamps, a foot or so in depth, he boldly urged his horse across it.  A few steps, and the water was up to the saddle flaps, for the lake, though of the smallest, is 13 feet deep.  Out he scrambled in great alarm and rode back to camp crying out he had found a lake deep as the sea - a Sea Lake.'",,
GREATER GEELONG CITY,SEABANK DRIVE RESERVE,PARK,PARK,144.4869399,-38.2770434,,,
WELLINGTON SHIRE,SEACOMBE,PRSH,PARISH,147.5109722,-38.0943056,"Traditional Name: Boollum-boollum Explanation: plenty of tea-trees Discussion on Current Name: n fr proximity to sea and OE cumb (coomb), valley running inland from coast, n occurs in Cheshire, England,  Hagenauer in Smyth 1878b: 191.",http://www.vaclang.org.au,
MOYNE SHIRE,SEACOMBE PARK,PARK,PARK,142.2398611,-38.3765278,,,
FRANKSTON CITY,SEAFORD NORTH RESERVE,PARK,PARK,145.1297813,-38.1016797,,,
FRANKSTON CITY,SEAFORD RESERVE,PARK,PARK,145.1279856,-38.1079282,"Named in recognition of Mr Raoul Miles, who came to live In Seaford In 1921.",,
FRANKSTON CITY,SEAFORD SOUTH,NBHD,NEIGHBOURHOOD,145.13375,-38.1148611,,,
GREATER GEELONG CITY,SEAGULL PADDOCK,PARK,PARK,144.3525168,-38.1031404,,,
EAST GIPPSLAND SHIRE,SEAL COVE,BAY,BAY,149.6818056,-37.6648611,,,
BASS COAST SHIRE,SEAL ROCKS STATE FAUNAL RESERVE,PARK,PARK,145.0993056,-38.52625,,,
SOUTH GIPPSLAND SHIRE,SEALERS COVE,BAY,BAY,146.4381534,-39.0145377,Named by George Bass in January 1798 because it was used by sealers.,http://www.bcs.asn.au/vic_coast.pdf,
BASS COAST SHIRE,SEALERS COVE,BAY,BAY,145.1322387,-38.5078282,,,
MORNINGTON PENINSULA SHIRE,SEASCAPE AVENUE RESERVE,PARK,PARK,145.114899,-38.3704892,,,
WELLINGTON SHIRE,SEASPRAY RECREATION RESERVE,PARK,PARK,147.189921,-38.375172,,,
WELLINGTON SHIRE,SEATON RECREATION RESERVE,PARK,PARK,146.6817264,-37.9373596,,,
GREATER GEELONG CITY,SEAVIEW PDE PLAYGROUND,PARK,PARK,144.3460783,-38.1651588,,,
SURF COAST SHIRE,SEAVIEW RESERVE,PARK,PARK,144.295266,-38.3411855,,,
MORNINGTON PENINSULA SHIRE,SEAVIEW RESERVE,PARK,PARK,145.0418839,-38.2341617,,,
BALLARAT CITY,SEBASTOPOL OVAL,PARK,PARK,143.8434722,-37.6034722,,,
EAST GIPPSLAND SHIRE,SECRET BEACH,BEAC,BEACH,149.7205724,-37.6088237,,,
GREATER BENDIGO CITY,SEDGWICK,PRSH,PARISH,144.3581944,-36.89625,,,
GREATER BENDIGO CITY,SEDGWICK RECREATION RESERVE,PARK,PARK,144.3179549,-36.8703613,,,
MOUNT ALEXANDER SHIRE,SEER BAY,BAY,BAY,143.9983073,-37.0573542,,,
YARRA RANGES SHIRE,SELBY COMMUNITY HOUSE,COCE,COMMUNITY CENTRE,145.372688,-37.912512,,,
YARRA RANGES SHIRE,SELBY PARK,PARK,PARK,145.3691915,-37.9134509,,,
EAST GIPPSLAND SHIRE,SELDOM SEEN,NBHD,NEIGHBOURHOOD,147.5029167,-37.4059722,,,
HUME CITY,SELWYN HOUSE THE HOME OF CRAIGIEBURN EDUCATION & COMMUNITY C,COCE,COMMUNITY CENTRE,144.931904,-37.597657,,,
BRIMBANK CITY,SELWYN PARK,PARK,PARK,144.8144847,-37.7810668,'Donated to Council by son of H. V. McKay.',,
MILDURA RURAL CITY,SEMMENS PARK,PARK,PARK,142.1460039,-34.2058775,,,
INDIGO SHIRE,SEPPELTS,WINE,WINERY,146.4529167,-36.0506944,,,
NORTHERN GRAMPIANS SHIRE,SEPPELTS CELLARS,WINE,WINERY,142.8548611,-37.1570833,,,
GLENELG SHIRE,SEPPELTS DRUMBORG VINEYARDS,VINE,VINEYARD,141.5529167,-38.0445833,,,
NORTHERN GRAMPIANS SHIRE,SEPPELTS WINERY,WINE,WINERY,142.8551389,-37.1568056,,,
GREATER GEELONG CITY,SERENDIP WILDLIFE RESEARCH STATION,PARK,PARK,144.4068056,-38.0029167,,,
LODDON SHIRE,SERPENTINE NETBALL COURTS,PARK,PARK,143.970559,-36.409833,,,
LODDON SHIRE,SERPENTINE RECREATION RESERVE,PARK,PARK,143.9706806,-36.4081642,,,
UNKNOWN,SETTLERS PARK,PARK,PARK,,,,,
GREATER DANDENONG CITY,SETTLERS SQUARE,SHCE,SHOPPING CENTRE,145.2105556,-37.9891667,,,
BENALLA RURAL CITY,SEVEN MILE SWAMP,LAKE,LAKE,146.0804167,-36.46125,"Traditional Name: Mokoan Explanation: N/A Discussion on Current Name: in 1851 n of part of Goomalibee stn.  According to SG, M. Ck,  SG in Smyth 1878b: 196.",http://www.vaclang.org.au,
MITCHELL SHIRE,SEYMOUR,PRSH,PARISH,145.1193056,-37.0243056,"Former shire (1871 - 1994); town*. Named by Major Sir Thomas Mitchell in 1843 after Lord Seymour, minister in Lord Melbourne's cabinet. Old French: Saint Maur[o].",,
MITCHELL SHIRE,SEYMOUR,PRSH,PARISH,145.1193056,-37.0243056,"'Named by Major Mitchell, after Lord Seymour.'",,
MITCHELL SHIRE,SEYMOUR & DISTRICT COMMUNITY HOUSE,COCE,COMMUNITY CENTRE,145.14299,-37.032695,,,
BOROONDARA CITY,SEYMOUR GROVE RESERVE,PARK,PARK,145.0616458,-37.8359135,,,
KINGSTON CITY,SEYMOUR PARK,PARK,PARK,145.0978928,-38.0020198,"Named after W.B. ('Bill') Seymour, a prominent Epsom horse trainer and Mordialloc resident.",,City of Kingston
SOUTHERN GRAMPIANS SHIRE,SEYMOUR PARK,PARK,PARK,141.8418482,-37.247673,,,
MITCHELL SHIRE,SEYMOUR SPORTS & AQUATIC CENTRE,SPCO,SPORTS COMPLEX,145.148312,-37.029909,,,
STRATHBOGIE SHIRE,SHADFORTH,PRSH,PARISH,145.6951389,-36.6065278,,,
EAST GIPPSLAND SHIRE,SHADY CREEK BUSHLAND RESERVE,PARK,PARK,149.7473611,-37.5531944,,,
UNINCORPORATED,SHALLOW BIGHT,BAY,BAY,146.4264135,-38.8008435,,,
EAST GIPPSLAND SHIRE,SHANAHAN,NBHD,NEIGHBOURHOOD,147.4590278,-37.2654167,,,
NORTHERN GRAMPIANS SHIRE,SHANAHAN PARK,PARK,PARK,142.8703191,-36.6713763,"Named after Martin Shanahan, the first squatter on the pastoral run known as 'Marnoo', located to the near north west of the town.  ",,Northern Grampians Shire Council
EAST GIPPSLAND SHIRE,SHANAHANS,NBHD,NEIGHBOURHOOD,147.4590278,-37.2654167,,,
EAST GIPPSLAND SHIRE,SHANTONS PLACE,PARK,PARK,147.6979209,-37.6162686,,,
YARRIAMBIACK SHIRE,SHANTY CORNER,NBHD,NEIGHBOURHOOD,142.46875,-36.5531944,,,
YARRA RANGES SHIRE,SHAW,NBHD,NEIGHBOURHOOD,146.0118056,-37.6326389,,,
MORNINGTON PENINSULA SHIRE,SHAW MCKEOWN RESERVE,PARK,PARK,144.9566496,-38.3439014,"This reserve is named in honour of two of Dromana's pioneering families: the Shaw family and the McKeown family.
<br>
<br>The Shaw family (Benjamin and Elizabeth) arrived in Dromana in 1875 and established Kangerong Guest House.  Their son Archibald Shaw married Maud McKeown, daughter of James and Catherine McKeown, and started the family connection.  Archibald was elected President of the Flinders Shire Council in 1924. Archibald and Maud raised and educated five children in Dromana (Maurice, Ernest, Archibald, Elizabeth and John).  Maurice was the long-term proprietor of the Shell Service Station in Dromana and Shaw's Motors on Nepean Highway for many years prior to his death in 1991 aged 87.  
<br>
<br>The McKeown family (James and Catherine) arrived in Dromana in 1864.  James cut timber for the Dromana pier in 1874 and in 1889 bought Gracefield and land to the East, where they planted an apple orchard.  That land covered the area on which the reserve is now located.  From 1889 to 1891 they were caretakers at Heronswood and in 1892 the McKeowns built Aringa Guest House (Cnr of Clarendon and Foote Streets Dromana) which was managed by their daughters for over 70 years until after the Second World War. James and Catherine raised 12 children (five sons and seven daughters); one daughter, Edith, the source for the naming of Edith Place, died in Dromana in 1987 aged 100. Two further generations of the Shaw and McKeown families have since lived in Dromana.
<br>
<br>The surrounding land and the land on which the reserve is located was subdivided by the descendants of the pioneering Shaws and McKeowns in 1977 and the reserve was transferred to the Shire of Flinders (and since Mornington Peninsula Shire) for use as public open space.",,
